Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2016 - Fall,PHIL100,Logic,254,64
2016 - Fall,RS105,World Religions,256,58
2016 - Fall,BIOL340,Genetics,156,54
2016 - Fall,BIOL105,Principles of Biology,220,53
2016 - Fall,MATH105,Calculus and Bio Sci and Nat R,155,49
2016 - Fall,PSYC104,Intro Psychology,242,49
2016 - Fall,HIST110,U.S. History To 1877,148,47
2016 - Fall,MATH109,Calculus I,111,46
2016 - Fall,BIOL102,Human Biology,167,45
2016 - Fall,MATH40,Elementary Algebra,253,45
2016 - Fall,PSYC100,Psych of Critical Thinking,120,42
2016 - Fall,ENGL104,Accelerated Comp and Rhetoric,385,42
2016 - Fall,PE157,Weight Training Ind and Beginn,112,41
2016 - Fall,ENGL102,Composition and Rhetoric A,505,41
2016 - Fall,CHEM107,Fundamentals of Chemistry,154,40
2016 - Fall,RS394,Orthodox Christian Weekend,133,39
2016 - Fall,ART302,Fascism East and West,144,39
2016 - Fall,PE259,Yoga,216,37
2016 - Fall,PSCI110,American Government,498,37
2016 - Fall,BIOL104,General Biology,215,36
2016 - Fall,CHEM198,Supplemental Instruction,188,35
2016 - Fall,GSP101,Geospatial Concepts,223,34
2016 - Fall,ZOOL356,Mammalogy,116,33
2016 - Fall,MUS104,Intro To Music,158,33
2016 - Fall,ART103,Introduction To Art History,129,31
2016 - Fall,GEOL106,Earthquake Country,218,31
2016 - Fall,PE146,Fitness Swimming Beginning,68,30
2016 - Fall,STAT109,Introductory Biostatistics,164,30
2016 - Fall,MATH44,Intermediate Algebra,112,29
2016 - Fall,SOC104,Introductory Sociology,223,29
2016 - Fall,MATH42,Beginning Algebra,77,26
2016 - Fall,MATH113,College Algebra,67,25
2016 - Fall,BA360,Principles of Finance,102,25
2016 - Fall,EMP105,Natural Resource Conservation,118,25
2016 - Fall,MUS301,"Rock,  An American Music",120,25
2016 - Fall,BIOL304,Human Genetics,141,24
2016 - Fall,CHEM110,General Chemistry,212,24
2016 - Fall,ART104B,Ancient Art,60,23
2016 - Fall,PE144,Stretch and Relaxation Techniq,128,23
2016 - Fall,FOR100,"Crit Thnkng, soc and Env Respo",165,23
2016 - Fall,ENGL105,Introduction To Literature,56,22
2016 - Fall,ECON210,Principles of Economics,99,22
2016 - Fall,PSYC321,Intro Behavioral Neuroscience,108,22
2016 - Fall,SW104,Intro To Sw and Sw Institution,120,22
2016 - Fall,PE289,"Yoga, Advanced",154,22
2016 - Fall,ANTH105,Archaeology and World Prehisto,67,21
2016 - Fall,MATH110,Calculus II,84,21
2016 - Fall,BOT350,Plant Taxonomy,110,21
2016 - Fall,NAS104,Intro To Nat American Studies,141,20
2016 - Fall,GSP270,Introduction To Gis,170,20
2016 - Fall,PSYC242,Intro Psych Research Design,63,19
2016 - Fall,CS111,Computer Science Foundations 1,78,19
2016 - Fall,CHEM328,Brief Organic Chemistry,118,19
2016 - Fall,BIOL180,Freshman Seminar,88,18
2016 - Fall,CRIM125,Introduction To Cjs,62,17
2016 - Fall,EDUC285,Technology Skills For Educator,64,17
2016 - Fall,ECON104,Contemporary Topics In Econ,88,17
2016 - Fall,ANTH104,Cultural Anthropology,92,17
2016 - Fall,RS300,Living Myths,113,17
2016 - Fall,ART104N,Asian Art,55,16
2016 - Fall,CHEM321,Organic Chemistry,59,16
2016 - Fall,BIOL412,General Bacteriology,82,16
2016 - Fall,HED400,Sound Mind-Sound Body,205,16
2016 - Fall,JMC309,Analyzing Mass Media Messages,59,15
2016 - Fall,PHIL104,Asian Philosophy,61,15
2016 - Fall,BIOL102L,Human Biology Lab,93,15
2016 - Fall,BA105,Critical Thinking In Org.,118,15
2016 - Fall,MATH253,Discrete Mathematics,44,14
2016 - Fall,BA250,Financial Accounting,66,14
2016 - Fall,BOT198,Bot 105 Supplemental Instruct,112,14
2016 - Fall,PHYX106,"Col Phyx,  Mechanics and Heat",183,14
2016 - Fall,GSP101L,Geospatial Concepts Lab,213,14
2016 - Fall,SPAN105,Spanish Level I,50,13
2016 - Fall,PE113,Archery Beginning,54,13
2016 - Fall,CS100,Critical Thinking W and  Compu,55,13
2016 - Fall,FISH310,Ichthyology,64,13
2016 - Fall,PSYC241,Intro Psych Statistics,72,13
2016 - Fall,SOC303,Race and Inequality,79,13
2016 - Fall,FISH300,Intro To Fishery Biology,82,13
2016 - Fall,EMP305,Environ Conflict Resolution,85,13
2016 - Fall,OCN109L,Gen Ocn Lab,115,13
2016 - Fall,BA332,Intermed Business Stats,27,12
2016 - Fall,MUS110,Fundamentals of Music,29,12
2016 - Fall,ENGR210,Solid Mechanics Statics,46,12
2016 - Fall,PSYC406,Forensic Psychology,50,12
2016 - Fall,ART100,Global Perspectives In Art,52,12
2016 - Fall,SOC382,Intro To Social Research,65,12
2016 - Fall,ENGL103,Composition and Rhetoric B,71,12
2016 - Fall,RRS306,Wildland Resource Principles,81,12
2016 - Fall,WSHD310,Hydrology and Watershed Mgmt,96,12
2016 - Fall,FOR130,Dendrology,97,12
2016 - Fall,OCN109,General Oceanography,112,12
2016 - Fall,CS112,Computer Science Foundations 2,26,11
2016 - Fall,HIST210,Historical Methods,34,11
2016 - Fall,MUS108G,Beginning Acoustic Guitar,46,11
2016 - Fall,ZOOL198,Zool 110 Supplemental Instruct,58,11
2016 - Fall,ECON306,Econ of The Developing World,61,11
2016 - Fall,MATH103I,Mathematics As A Liberal Art,64,11
2016 - Fall,MATH43,"Skills, quantitative Literacy",69,11
2016 - Fall,SOC306,The Changing Family,75,11
2016 - Fall,PHIL302,Environmental Ethics,98,11
2016 - Fall,ES105,Intro To U.S. Ethnic Studies,109,11
2016 - Fall,SOIL260,Introduction To Soil Science,127,11
2016 - Fall,MUS214,Theory I,11,10
2016 - Fall,PE196,Swing Dance,30,10
2016 - Fall,MATH114,Trigonometry,35,10
2016 - Fall,FOR400,Forestry In Modern Society,43,10
2016 - Fall,ENGL200,Academic Wrtg and Revision Wks,48,10
2016 - Fall,ENGR115,Intro To Env Resources Engr,66,10
2016 - Fall,NAS200,Indian In Am Hist,67,10
2016 - Fall,WLDF111,Introduction To Wildlife,67,10
2016 - Fall,WLDF365,Ornithology I,70,10
2016 - Fall,BOT330,Plant Ecology,89,10
2016 - Fall,ENVS308,Ecotopia,112,10
2016 - Fall,MUS302,Music In World Culture,119,10
2016 - Fall,MATH103,Contemporary Mathematics,128,10
2016 - Fall,MUS112,Piano I,20,9
2016 - Fall,BA468,Capital Budgeting,28,9
2016 - Fall,ENGR326,Comp Mthds For Env Eng III,35,9
2016 - Fall,ART107,Beginning Printmaking,38,9
2016 - Fall,PE138,Self Defense,38,9
2016 - Fall,ANTH302,Anthropology of Religion,54,9
2016 - Fall,MUS103,Listening To The Movies,63,9
2016 - Fall,WLDF311,Wildlife Techniques,63,9
2016 - Fall,WS106,Intro To Women's Studies,66,9
2016 - Fall,MATH104,Finite Mathematics,66,9
2016 - Fall,CD109Y,Amer Sign Language Level I,68,9
2016 - Fall,COMM105,Intro To Human Communication,69,9
2016 - Fall,WLDF210,Intro To Wldlfe Conserv and Ad,76,9
2016 - Fall,COMM103,Critical Listening and Thinkin,84,9
2016 - Fall,BIOL198,Supplemental Instruction,88,9
2016 - Fall,ES308,Multicult Perspectvs Amer Soc,108,9
2016 - Fall,CRGS108,"Pwr and Privilege, gen and Rac",109,9
2016 - Fall,BIOL307,Evolution,121,9
2016 - Fall,PE158,Strength Fitness,280,9
2016 - Fall,MUS215,Theory II,13,8
2016 - Fall,ENGR313,Systems Analysis,24,8
2016 - Fall,MUS348,"Music Hist,  Antiquity To 1750",27,8
2016 - Fall,ENGR280,Green Building,30,8
2016 - Fall,HIST397,Sci Fi In The 20th Century,31,8
2016 - Fall,ENGR331,Thermo and Energy Systems,31,8
2016 - Fall,JMC306,Mass Communication History,32,8
2016 - Fall,ENGR325,Comp Mthds For Env Engnring II,36,8
2016 - Fall,SOC113,Sociology Skills Development,37,8
2016 - Fall,BA450,Intermed. Financial Account. I,41,8
2016 - Fall,PSYC419,Family Violence,43,8
2016 - Fall,ART290,Beg Ceramics,46,8
2016 - Fall,EMP210,Public Land Use Policy Mgmt,48,8
2016 - Fall,MATH210,Calculus III,48,8
2016 - Fall,MATH99,Tutoring Math 40 Ile,52,8
2016 - Fall,CRGS118,College Skills,70,8
2016 - Fall,KINS379,Exercise Physiology,71,8
2016 - Fall,WLDF301,Principles of Wldlfe Mngmnt,72,8
2016 - Fall,PSYC324,Cognitive Psychology,75,8
2016 - Fall,WS107,"Women, Culture, History",114,8
2016 - Fall,ANTH339,Evolutionary Medicine,18,7
2016 - Fall,PE140,Tai Chi Chuan Beginning,18,7
2016 - Fall,ANTH318,Ethnography,21,7
2016 - Fall,SW255,Beginning Soc Work Exp,24,7
2016 - Fall,HIST109,Colonial Latin Amer History,25,7
2016 - Fall,CRGS235,Act To End Sexualized Violence,29,7
2016 - Fall,ENST123,Green Building,32,7
2016 - Fall,CHEM341,Quantitative Analysis,35,7
2016 - Fall,ENVS108,Env Sci and Climate Change,36,7
2016 - Fall,PE112,Aikido Beginning,36,7
2016 - Fall,HED231,Basic Human Nutrition,39,7
2016 - Fall,GEOG304,Migrations and Mosaics,41,7
2016 - Fall,BIOL255,Marine Biology,43,7
2016 - Fall,PSYC404,Industrial and Organizational,49,7
2016 - Fall,COMM108,Oral Interpretation,53,7
2016 - Fall,PHYX104,Descriptive Astronomy,57,7
2016 - Fall,PHIL107,Intro To Philosophy,61,7
2016 - Fall,ART301,Renaissance and Baroque Prints,63,7
2016 - Fall,SOC372,Proseminar,65,7
2016 - Fall,FILM305,Art of Film and Beginning To 1,78,7
2016 - Fall,PSYC300,Psychology of Women,86,7
2016 - Fall,ECON423,Environmental and Nr Economics,101,7
2016 - Fall,PE125,Fencing Beginning,13,6
2016 - Fall,WS315,"Sex, Gender and Globalization",14,6
2016 - Fall,MATH240,Intro To Mathematical Thought,14,6
2016 - Fall,MUS361,"Music Tech,  Recrdng and Playb",15,6
2016 - Fall,MATH241,Elements of Linear Algebra,17,6
2016 - Fall,JMC318,Empirical Research and Commun.,21,6
2016 - Fall,ECON306D,Econ of Develop Wrld-Add Depth,26,6
2016 - Fall,MATH308B,Math For Elementary Education,27,6
2016 - Fall,GSP370,Intermediate Gis,29,6
2016 - Fall,CS211,Data Structures,29,6
2016 - Fall,DANC103,Modern I,35,6
2016 - Fall,PE141,Soccer Beginning,36,6
2016 - Fall,PSCI220,Intro To Political Theory,37,6
2016 - Fall,CHEM322,Organic Chemistry,37,6
2016 - Fall,INTL100,Think Critically Globalization,44,6
2016 - Fall,ART109,Beg Sculpture,45,6
2016 - Fall,PSYC303,Family Relations Contemp Soc,45,6
2016 - Fall,ZOOL370,Comp Anatomy of Vertebrates,48,6
2016 - Fall,PSYC309,Thinking Consumer In Matrl Soc,48,6
2016 - Fall,PSYC405,Environmental Psychology,50,6
2016 - Fall,PHIL106,Moral Controversies,58,6
2016 - Fall,PE116,Basketball,58,6
2016 - Fall,GEOG106,Physical Geography,66,6
2016 - Fall,EMP400,Inscape and Landscape,72,6
2016 - Fall,GSP216,Introduction To Remote Sensing,74,6
2016 - Fall,GEOL305,Life Fossils and Evolution,79,6
2016 - Fall,PE119,Aerobics Beginning,84,6
2016 - Fall,GEOG105,Cultural Geography,101,6
2016 - Fall,BA370,Principles of Management,139,6
2016 - Fall,PHIL341,"Hist of Phil, presoc-Aristotle",12,5
2016 - Fall,JMC134,Photojournalism and Photoshop,20,5
2016 - Fall,MATH108,Critical Thinking In Math,21,5
2016 - Fall,ENGL326,Language Studies For Teachers,22,5
2016 - Fall,COMM214,Persuasive Speaking,23,5
2016 - Fall,BOT354,Agrostology,25,5
2016 - Fall,CHEM431,Biochemistry,28,5
2016 - Fall,ENGR330,Mech and Science of Materials,28,5
2016 - Fall,ENST480,"Clim Chg,  Interdisc Perspectv",29,5
2016 - Fall,HIST105,Western Civ. Since 1650,29,5
2016 - Fall,PHIL303,Theories of Ethics,29,5
2016 - Fall,ENGR333,Fluid Mechanics,32,5
2016 - Fall,PHYX110,"Gen Phyx II,  Electricity, Hea",35,5
2016 - Fall,PE192,Latin Dance,35,5
2016 - Fall,SOC303M,Race and Inequality For Majors,36,5
2016 - Fall,ENGR322,Envrnmntl Data Modeling and An,38,5
2016 - Fall,JMC155,Krfh Workshop,39,5
2016 - Fall,CHEM323,Nmr Techniques,39,5
2016 - Fall,ECON435,Principles of Money and Bankin,39,5
2016 - Fall,FOR321,Fire Ecology,40,5
2016 - Fall,PE241,Soccer Intermediate,40,5
2016 - Fall,HIST108,East Asian Civ. Since 1644,42,5
2016 - Fall,ART108,Beg Graphic Design,45,5
2016 - Fall,FOR131,Forest Ecology,48,5
2016 - Fall,ART104I,20th Century Art,54,5
2016 - Fall,WLDF423,Wildlife Mgmt (Nongame Wldf),55,5
2016 - Fall,SPAN106,Spanish Level II,59,5
2016 - Fall,ZOOL270,Human Anatomy,77,5
2016 - Fall,GEOG300,Global Awareness,78,5
2016 - Fall,EMP435,Grant Proposal Writing,83,5
2016 - Fall,PSYC400,Health Psychology,92,5
2016 - Fall,NAS306,Native People of North America,146,5
2016 - Fall,GEOG106L,Physical Geography Laboratory,13,4
